,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
6148,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,16.2,0.009735518416355672,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6149,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous pulmonary,15.39,0.009248742495537888,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6150,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,14.04,0.008437449294174915,1,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
6151,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,13.77,0.008275190653902321,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6152,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,10.8,0.006490345610903781,1,http://purl.obolibrary.org/obo/CL_0000236,B cell
6153,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,8.64,0.005192276488723025,1,Unknown Cell,Unknown Cell
6154,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028003,EC aerocyte capillary,4.32,0.002596138244361512,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6155,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,4.32,0.002596138244361512,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6156,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cells,4.32,0.002596138244361512,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6157,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001568,EC arterial,4.050000000000001,0.002433879604088918,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6158,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),2.97,0.00178484504299854,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6159,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cells proliferating,2.7,0.001622586402725945,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
6160,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000186,Myofibroblasts,1.35,0.0008112932013629727,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6161,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,1.08,0.0006490345610903781,1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
6162,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,1.08,0.0006490345610903781,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
6163,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.54,0.000324517280545189,1,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
6164,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000491,Mesothelium,0.54,0.000324517280545189,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6359,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,164558.0,0.2896382997447857,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6360,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,98398.0,0.1731901786500044,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6361,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,53022.0,0.0933239461409839,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6362,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,41238.0,0.07258294464490012,17,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6363,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,38788.0,0.06827070315937693,17,http://purl.obolibrary.org/obo/CL_0000084,T cell
6364,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,30228.0,0.05320425943852856,17,http://purl.obolibrary.org/obo/CL_0000084,T cell
6365,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0017000,Ionocyte,22084.0,0.03887001672093637,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6366,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),20941.0,0.03685822406054739,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6367,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous systemic,17958.0,0.03160785003960222,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6368,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009089,Pericytes,11546.0,0.0203220980374901,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6369,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001568,EC arterial,11138.0,0.01960397782275808,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6370,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028003,EC aerocyte capillary,8171.0,0.01438176537886122,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6371,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,7023.0,0.01236117222564464,17,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6372,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,5426.0,0.009550294816509724,17,http://purl.obolibrary.org/obo/CL_0000034,stem cell
6373,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,5329.0,0.009379565255654317,17,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
6374,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC differentiating,4813.0,0.008471354395846167,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6375,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,Classical monocytes,4036.0,0.007103757810437384,17,http://purl.obolibrary.org/obo/CL_0000576,monocyte
6376,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,3843.0,0.006764058787292088,17,Unknown Cell,Unknown Cell
6377,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,3126.0,0.005502068115814485,17,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
6378,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,2572.0,0.004526973510516589,17,http://purl.obolibrary.org/obo/CL_0000235,macrophage
6379,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000186,Myofibroblasts,2418.0,0.00425591833142656,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6380,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,2399.0,0.004222476458681687,17,http://purl.obolibrary.org/obo/CL_0000236,B cell
6381,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),1598.0,0.002812637507700431,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6382,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived Mφ,1406.0,0.002474698583120655,17,Unknown Cell,Unknown Cell
6383,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,1157.0,0.002036434040306257,17,Unknown Cell,Unknown Cell
6384,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,1137.0,0.002001232068995864,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6385,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (nasal),748.0,0.001316553727008712,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6386,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,557.0,0.0009803749009944557,17,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
6387,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,553.0,0.000973334506732377,17,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6388,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cells,434.0,0.0007638827774355364,17,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6389,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial Mφ perivascular,431.0,0.0007586024817389774,17,Unknown Cell,Unknown Cell
6390,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002075,Tuft,319.0,0.0005614714424007745,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6391,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033005,SMG serous (bronchial),246.0,0.0004329842471178386,17,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
6392,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033044,Deuterosomal,154.0,0.000271055179090029,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6393,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019003,Goblet (bronchial),102.0,0.0001795300536830062,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6394,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,97.0,0.0001707295608554079,17,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
6395,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033048,Suprabasal,89.0,0.0001566487723312506,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6396,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0005012,Multiciliated (nasal),25.0,4.400246413799173e-05,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6397,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cells proliferating,17.0,2.992167561383438e-05,17,http://purl.obolibrary.org/obo/CL_0000084,T cell
6398,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033023,SMG duct,15.0,2.640147848279504e-05,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6399,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033022,SMG mucous,8.0,1.408078852415735e-05,17,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6400,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033022,SMG mucous,8.0,1.408078852415735e-05,17,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
6401,lung,http://purl.org/sig/ont/fma/fma7361,Right Lateral Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar Mφ proliferating,2.0,3.520197131039338e-06,17,Unknown Cell,Unknown Cell
6229,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,365120.79,0.3013623377228153,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6230,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,235571.12,0.1944350071744254,23,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6231,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),120131.285,0.09915361127819038,23,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6232,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,95271.175,0.07863464585404584,23,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6233,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,67545.395,0.05575042204419792,23,http://purl.obolibrary.org/obo/CL_0000084,T cell
6234,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous pulmonary,57997.915,0.04787015071765466,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6235,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,56804.065,0.04688477427034148,23,http://purl.obolibrary.org/obo/CL_0000084,T cell
6236,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,55642.98,0.04592644130361313,23,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6237,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001568,EC arterial,27747.415,0.02290208084334259,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6238,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0017000,Ionocyte,24129.955,0.01991631220984797,23,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6239,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009089,Pericytes,15375.91,0.0126909239603026,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6240,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,12334.98,0.01018100998457024,23,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6241,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028003,EC aerocyte capillary,11049.97,0.009120392161089973,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6242,lung,http://purl.org/sig/ont/fma/fma7360,Right Medial Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC differentiating,9551.1,0.007883259191634587,23,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
